user_id,auction_id,cat_id,cat1,property,buy_mount,day
1053602675,20252281923,50013636,50008168,21458:216724052;1628665:29798;1628665:29796;25935:31381;32047:93470;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22135:31412;122217803:30914;22009:29801;122277569:21983;2049128:117906617;22066:29563;22022:102274034;122277668:21984;36628385:4138615,1,20140220
103125167,18426669796,50018438,50014815,21458:46896;1628665:3233941;1628665:3233942;21479:106713;13023209:4498834,16,20140220
886492677,19668429343,50016704,50022520,21458:3662539;5261385:3351834;13023209:3351834;21948:52265297;5261480:114542;21479:29800;122277773:114414;122217941:31484;1629333:3271269;122218045:106713;1629341:3271303;122218049:3271277;1629337:117245;22061:114477;122218046:3271316;21477:114412;122217803:3230095;22066:3456177;122509742:17632913;1628665:3233938;1628665:29793;21967:31457;21967:31458;21967:31461;21967:31462;21967:31465;21967:31466;21967:31469;21967:31470;21967:31473;21967:31474;21967:82020;21967:82023;21967:82024;21967:82026;21967:82027;21967:82030;21967:82029;21967:82032;21967:82033;21967:137851147,1,20140628
115566151,14778919435,50013187,28,1628665:3233938;1628665:29796;1628665:133527;1628665:29799;21475:11488282;11988555:59661751;11988132:114770;11988438:31483;11684888:104528258;21458:3495459;9200408:3447716;2397831:40203,1,20140113
55544814,4917672059,50015727,50014815,21458:4540492;1633959:58840623;7107736:3227806;1628665:3233941;1628665:3233942;1628665:3233939;1628665:29782,4,20131106
1714403831,22443564698,50014129,28,21458:57737100;12102318:7282254;11945782:7813537;12082847:107548441;11684888:104528258;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21475:11488282,1,20131106
723975586,8096949165,50023591,50022520,1628665:3233941;1628665:29798;1628665:3233938;1628665:29787;1628665:133527;1628665:29785;1628665:29799;21967:29774;21967:29773;21967:29772;21967:29775;11697064:29479;11697039:21983;11719942:22516235;22334:30916;22334:30914;11761801:119492;8151548:29802;21458:125158443,1,20120911
66451440,9258781845,50013636,50008168,21458:11580;1628665:3233941;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;25935:31381;32047:93472;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22135:31412;1628366:32799;13529746:21983;13529646:117906617;13394971:30993;22022:102274034;13539026:23751657;1633959:12659048,1,20120911
47342027,14066344263,50013636,50008168,21458:21599;13585028:3416646;1628665:3233942;1628665:29790;1628665:3233938;25935:21990;32047:93471;22019:3265977;22019:3340598;22019:3284610;22019:34731;22135:31412;1628366:30916;8151548:29800;13529746:21983;13529646:117906617;13394971:30993;22022:110150624;13539026:117942785,1,20120911
354780072,17851314047,50016704,50022520,21458:3394654;5261331:237777686;1633959:237777686;5261493:52265297;5261480:37474164;34394:29800;33017:114414;33016:104551;1629323:106664;1629335:3271277;1629342:33213;1629348:114412;1628366:3230095;6619922:65007541;16646653:17632913;1628665:3233942;1628665:3233938;1628665:133527;22142:31456;22142:31457;22142:31458;22142:31460;22142:31461;22142:31462;22142:31465;22142:31466;22142:31469;22142:31470;22142:31473;22142:31474;22142:82020;22142:82023;22142:82026;22142:82029;22142:3248884,1,20130725
1660751516,12496195786,50024842,50008168,1628665:3233941;25935:21991;13545112:43704;13545177:117969336,2,20130725
1981826945,40793811285,50010538,50008168,21458:37946447;13023209:696649694;25935:21990;1628348:11468;122217965:3227750;33069:104911;22066:3269223;22121:3268647;22061:30912;122217803:30916;122217965:114518;122218045:11337999;22009:29810;32047:93470;1628665:3233940;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375,1,20150108
61003275,36738992094,50018831,50014815,21458:21899;7255169:61035386;7368343:7327107;123923464:29774;25935:51746;7250727:21892;33337:46475170;22757:29230;122217774:29847,3,20150108
848482116,42178787281,50010538,50008168,21458:31340;13023209:25581424;25935:21991;1628665:29790;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122217801:138748;32047:93470;1628348:11468;122217965:3227750;122218045:55366;33069:104911;22066:3381725;22121:117257297;22061:30912;122217803:30916;22009:106665,1,20150119
405014302,43130926446,50012777,50014815,21458:46850;1628665:3233939;1628665:92012;1628665:61550;1628665:3233940;1628665:29798;1628665:29778;1628665:29787;1628665:29796;1628665:29782;13023209:772181942,1,20150119
806635728,38985185626,121452056,50008168,21458:9398440;1628665:29784;122217801:3265977;122217801:3340598;122217801:34731;25935:21991,1,20140615
1970876909,20197969079,211122,38,6940834:29865;21458:3270820;1629375:3253542;32946:137330;22757:29230;21475:20145005;6933553:3313377;1628149:112911;122277714:40732;3346378:75369289,1,20141017
605724983,19747694834,50006520,50014815,21458:30992,12,20141017
2148300507,41694440222,50010549,50008168,115931637:36783070;25935:21990;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233937;1628665:29798;1628665:29778;1628665:29784;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;122217801:138749;32047:93471;1628348:3229645;122217965:114518;33069:29447291;22121:31004;22066:30993;22009:21671;22061:30912;122218045:55366;6863019:148660018;13023209:3282928;21458:228278428,1,20141112
818595619,36424612559,50013636,50008168,21458:99466824;13023209:3334185;120198214:3334185;25935:21991;32047:93470;22135:31410;122217803:30914;22009:29800;122277569:21983;2049128:117906617;22066:30993;22022:102274034;122277668:21984;122217803:3230095;1628665:3233942;1628665:29798;1628665:3233938;122217801:50793479;122217801:3251926;122217801:3287412;122217801:3263874;122217801:3377924;122217801:3385599;122217801:2375;122217801:3226274;122217801:28232;122217801:138748;122217801:138749,1,20141112
442760655,36611607467,50016704,50022520,1628665:3233941;1628665:29790;1628665:3233936;1628665:108579;21967:31483;21948:52657772;5261480:114542;21479:39681025;122277773:104554;122217941:31484;1629333:3271269;122218045:106713;1629341:3230695;122218049:3271277;1629337:3271291;22061:30912;122218046:7671802;21477:114412;122217803:3230095;22066:65007541;122509742:17632913;21458:655355886,1,20141228
1026379511,19281156237,50012375,50022520,21458:3731805;1633959:14267607;2397831:16561212;22021:170135846;35759:131621;22131:30905;22122:29563;22123:30911;22124:31395;10296185:3227750;1628665:133527;21967:29774;21967:29773;21967:29775,1,20120905
113473924,15486726090,50014250,28,21458:30015090;1633959:43047819;1627584:28619;11684888:104528258;13420088:117266539,1,20120905
117887031,10956228163,50012451,50008168,1628665:3233942;1628665:3233938;1628665:133527;1628665:108579;1628665:29785;22019:3265977;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;33030:29800;3156768:4069612;25935:31381;13512069:117821969;21458:46896;1633959:1860,1,20120905
468447138,15550398428,50012442,50008168,1628665:3233936;1628665:29782;1627349:11462;1628366:32799;23004:44010;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:112997257;22019:112997258;22019:112997259;25935:21991;21458:74701535;12683212:3381384,1,20120905
348660284,10896577394,50014250,28,1628665:29796;1628665:108579;1627584:11580;11684888:104528258;13420088:7559506;21475:137325;21458:19845327;29340022:30078863;1633959:23506,1,20130525
129642523,23703880889,50012364,122650008,1628665:3233941;1628665:3233942;1628665:3233939;1628665:29790;1628665:31614;1628665:61550;1628665:29787;1628665:29784;1628665:29793;1628665:29796;22007:30376;22007:30379;22007:30380;22007:30381;22007:30382;22007:30383;22007:30384;1628366:30915;1629216:47570;8185014:3228727;8185016:31619;25935:21990;25935:31381;21458:6417931;6629423:3838594;1633959:3838594;2397831:16561025,1,20130525
1708761610,18560026026,50016030,50008168,21458:30992;1628665:3233941;25935:31381;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924,1,20130525
908702885,15515470575,50023591,50022520,21458:26309047;1633959:39224289;11697064:31617684;11697039:21983;11719942:22516235;22334:30914;11761801:3271409;8151548:227546174;1628665:3233941;1628665:3233940;1628665:29798;1628665:29784;1628665:29785;1628665:29799;21967:29774;21967:29773;21967:29772;21967:29775;21967:29776,1,20130312
151915451,17305821144,211122,38,21458:21782;36786:42781029;6933553:3313169;13023102:3329357;5393572:75369289;33595:29230;21475:137313;6933666:68145978;14814533:40732,2,20140104
745002413,36815797313,50023645,28,1628665:82340;21475:11488282;21458:56610575;49894306:4126700,1,20140104
1046234868,10799142007,50023591,50022520,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:82340;1628665:29796;21967:29774;21967:29773;21967:29775;21967:29776;21967:29777;11697064:31617684;11697039:21983;11719942:22516235;22334:33553046;22334:30915;22334:30916;22334:30914;11761801:119493;8151548:29800;21458:100433721;1633959:3442746,1,20121109
810362779,16933071954,50010545,50008168,21458:57430303;1633959:2477;23150:45030;25935:21990;2101573:3218251;1628366:32799;8151548:29800;2904342:117128850;13394971:30993;13395135:30911;1628665:3233941;1628665:29787;1628665:29784;1628665:131622;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375,1,20121109
119784861,20796936076,50140021,50008168,21458:120325094;22019:2026;22019:34731;22019:3265977;22019:3287412;22019:3340598;22019:50793479;22185:21991;22334:30916;30640:93470;1628385:114518;1628665:23420;1628665:23423;1628665:23424;1628665:29784;1628665:3233938;8151548:29806;13395135:109080;1633959:3757818,1,20121129
277184180,17734463967,50010555,50008168,21458:3482405;8697758:26247633;1633959:3336498;25935:31381;1628665:3233942;1628665:3233938;1628665:29782;22019:3238327;22019:3228688;22019:3265977;3783431:38363838;32047:93471;1628366:30916;8151548:29800;3988915:104912;1628348:3229645;3731658:30902,1,20121129
648623529,16590447919,50010555,50008168,25935:31381;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:108579;1628665:29785;1628665:29782;1628665:29799;22019:3275004;22019:3261251;22019:3238327;22019:3228688;3783431:38363838;32047:93471;1628366:30916;8151548:3676630;3988915:104912;1628348:3229645;3731658:30902;21458:6451892;15869479:3235337,1,20121129
1085938456,39009925227,50013207,50008168,21458:21599;1628665:3233941;22121:30905;122217801:3265977;122217801:3340598;122217801:34731;122217801:125938;25935:21991;32047:93471;22066:30993;22061:14033338;122217806:30903;1628348:11468;13023209:25561184,1,20140827
2214390386,40856437695,50013636,50008168,21458:216724052;36628385:3480253;1628665:3233941;25935:21990;13023209:3236045;32047:93470;122217801:3228688;122277569:21983;22066:3086,1,20140827
346816172,37132432638,50013636,50008168,21458:216291676;13023209:3583497;35044286:124285692;25935:31381;32047:93470;22135:31412;122217803:30914;22009:29800;122277569:21983;2049128:117906617;22066:3086;22022:102274034;122277668:119686;1628665:29790;1628665:31614;1628665:29798;1628665:3233938;1628665:29793;1628665:29796;1628665:29785;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375,1,20140827
654037597,13775864723,50011993,28,21458:116116655;1633959:3276615;1628862:50276;1628861:99051;1628967:3259626;32959:104027;31367:82125;3989193:31542;3989126:3726638;21475:137325;1628665:92012;1628665:29790;1628665:3233940;1628665:133527;32549:75475274;32549:75475275;32549:99063;32549:5233065;32549:120979,1,20130513
1667892062,16767168507,50158020,50008168,1628665:131622;13395135:21671;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;30640:93470;22334:30915;8151548:29800;1633959:140321126,1,20130513
277279277,18024521052,211122,38,21458:33516;33480:3238774;2653417:7353464;33595:29230;21475:137319;6933553:3313377;6933666:96059;14814533:28471;5393572:75369399,12,20130513
1721792494,36154660054,50008845,28,21458:3400531;5653832:7049425;13023209:7049425;2397831:16560881;11684888:11468;1628665:3233942;1628665:31614;1628665:3233937;1628665:82340;1628665:131622;1628665:29785;21475:275708185,1,20140312
56549058,26930668292,50003700,28,21458:3351431;123273479:31526;1628665:3233941;1628665:29790;1628665:3233936;1628665:3233938;1628665:29793;6725953:48332;3139975:50612;6796859:29841;21958:28481;12703156:33213;13215932:3950439,1,20140312
696527486,37269469522,50011993,28,21458:118564374;13023209:547499553;122218042:3251280;1628861:21671;32959:104027;122217889:82126;21479:31542;6863019:3726638;11684888:11468;21475:135183931;1628665:31614;6864839:26762606;6864839:99061;6864839:99060;6864839:99201;6864839:75475273;6864839:75475274,1,20140718
643153890,17954181229,50003700,28,123273479:41376163;21475:135183931;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;6725953:48332;3139975:48644;6796859:68863835;6796859:75149787;6796859:75149788;6796859:75149790;21958:28471;12703156:3372959;11684888:11468;21458:4119764;127409524:3685471,1,20140718
362976947,39676108316,50012375,50022520,1628665:29796;1628665:29799;21967:29774;21967:29773;21967:29775;21479:29843;122217806:30904;22121:30906;22066:29563;22061:30912;122217805:30915;122217807:3227750;13023209:5577624;21458:247721575;2397831:16560972,1,20140718
1097191176,39095838474,50015841,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;21563:22860;11684888:22986;21475:275708185;21458:334015945,1,20150203
1107237181,18979330679,121382039,50014815,21458:3371752;13023209:282182273;21475:37790362;1628149:110568;21479:110556;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778,1,20150203
1090130969,38473204110,50012364,122650008,21458:30992;1628665:29778;1628665:29799;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;122217803:30915;122217809:3227755;21948:3228727;122218021:31619;35730:117229;25935:21991;13023209:3330073;23378:29772;2397831:16560972,1,20140604
373997473,24898348642,50012442,50008168,1628665:29778;22009:29800;122217965:3227750;122217803:30915;122218066:44012;21967:29774;21967:29773;21967:29772;21967:29775;21967:29776;34682:29772;34682:29773;34682:29774;34682:29775;34682:29776;122217801:3340598;122217801:3284610;122217801:34731;122217801:2026;122217801:3238422;122217801:50793479;122217801:3287412;122217801:3263874;122217801:3377924;122217801:3385599;122217801:2375;122217801:3226274;122217801:112997257;122217801:112997258;122217801:112997259;122217801:112997260;122217801:112997261;122217801:112997263;122217801:112997264;122217801:75837125;122217801:112997265;122217801:112997266;25935:21991;25935:21990;25935:31381;22066:30993;31368:21978;22061:14033338;13023209:234221986;21458:3286858;7324766:234221986,1,20140604
59135448,20494104463,50012375,50022520,21458:7902780;13023209:43969797;2397831:16561164;21479:189604416;122217806:30904;22121:30905;22066:29563;122217805:30916;122217807:46055;1628665:3233940;21967:29774;21967:29773;21967:29772,1,20140929
